train_acc,train_loss,val_acc,val_loss
0.03341052631578948,4.3111377,0.0632,4.0392027
0.07183157894736843,3.9729457,0.09360000000000002,3.822273
0.11027368421052633,3.7525194,0.1104,3.7479115
0.15130526315789475,3.5208502,0.1796,3.297283
0.1869894736842105,3.3288827,0.1648,3.535048
0.21770526315789474,3.150379,0.2152,3.152113
0.2552,2.968428,0.292,2.7684085
0.2837473684210527,2.816785,0.2524,2.986498
0.3081894736842105,2.6951795,0.3308,2.6059375
0.3310947368421052,2.5712202,0.34759999999999996,2.517774
0.3440421052631579,2.5090024,0.3128,2.72704
0.36715789473684207,2.408928,0.38199999999999995,2.3290937
0.38372631578947364,2.3442667,0.3484,2.497733
0.39130526315789477,2.296156,0.36199999999999993,2.4732685
0.4096421052631579,2.2209766,0.42480000000000007,2.1468122
0.4180421052631579,2.182649,0.35159999999999997,2.635666
0.4273263157894737,2.1364622,0.4416,2.093481
0.4431157894736842,2.0684288,0.4404,2.0954394
0.44663157894736844,2.0509057,0.4068,2.2461345
0.4579789473684211,1.9949272,0.46759999999999996,1.9706835
0.46762105263157894,1.9557939,0.41320000000000007,2.224948
0.4684842105263157,1.9408602,0.43479999999999996,2.1212797
0.48231578947368425,1.8807019,0.4852,1.8811287
0.4890736842105263,1.8574632,0.36959999999999993,2.4831223
0.493221052631579,1.8288509,0.47600000000000003,1.902033
0.5063368421052631,1.773812,0.4759999999999999,1.8692089
0.5061684210526316,1.7759418,0.4132,2.2055082
0.5176842105263157,1.7268302,0.5087999999999999,1.795766
0.5223368421052632,1.7013049,0.47240000000000004,1.957548
0.5260421052631579,1.6910647,0.46399999999999997,1.992231
0.5361684210526316,1.6496587,0.5232,1.7412498
0.5394315789473685,1.6276498,0.45080000000000003,2.0921037
0.547663157894737,1.6114918,0.5104,1.7722064
0.5546526315789474,1.575324,0.5312,1.7469743
0.5536631578947369,1.577895,0.4404,2.15417
0.5614526315789475,1.5454228,0.5428000000000001,1.6928362
0.5673052631578948,1.5148098,0.49400000000000005,1.8790661
0.566463157894737,1.5239707,0.5084000000000001,1.7936559
0.572021052631579,1.4886045,0.5512,1.6229976
0.5786315789473685,1.4755763,0.49160000000000004,1.9418291
0.5823157894736842,1.465108,0.5356,1.6681304
0.5903789473684211,1.4309411,0.5287999999999999,1.6914957
0.5878947368421052,1.4355628,0.4732,1.9696847
0.5966526315789474,1.40817,0.5612,1.6054797
0.6000210526315789,1.3915564,0.5196000000000001,1.813536
0.5978947368421053,1.3953947,0.518,1.7675046
0.607978947368421,1.3595225,0.5503999999999999,1.5803659
0.6076631578947368,1.3619249,0.4860000000000001,1.9417349
0.6105473684210526,1.3524044,0.5651999999999999,1.5989008
0.6147578947368421,1.3290745,0.5596,1.6031175
0.613221052631579,1.3326756,0.5188,1.8257946
0.6220631578947368,1.3029438,0.5579999999999999,1.6029913
0.6220421052631578,1.293446,0.5252,1.8115294
0.6206105263157895,1.3032414,0.5288,1.7453135
0.6314736842105263,1.2647009,0.5748000000000001,1.5580677
0.6288,1.2674263,0.4876,1.9387813
0.6312210526315789,1.2617786,0.5728,1.5976721
0.6411789473684211,1.2359196,0.5604,1.573775
0.6353263157894736,1.2445252,0.5147999999999999,1.8872125
0.6398947368421053,1.2244649,0.5796000000000001,1.5225714
0.6444210526315789,1.2130569,0.5624,1.6228004
0.6457684210526315,1.2119393,0.5348,1.7311298
0.6496842105263159,1.1907697,0.5792,1.5230783
0.6485263157894737,1.1916817,0.5416000000000001,1.811046
0.6510736842105262,1.1881472,0.5651999999999999,1.5757223
0.6583789473684211,1.1636062,0.5780000000000001,1.525983
0.6549263157894736,1.1722299,0.5479999999999999,1.7293895
0.6569473684210525,1.1552937,0.5836,1.5305041
0.6618736842105263,1.1430011,0.5619999999999999,1.6877606
0.6594736842105263,1.1471112,0.552,1.6896008
0.6668631578947368,1.1230454,0.5964,1.5165957
0.6659368421052632,1.1249722,0.5388000000000001,1.754496
0.6691368421052633,1.1244241,0.5748000000000001,1.5630982
0.6739368421052632,1.0976101,0.58,1.534351
0.6692842105263157,1.114861,0.4792,2.1617951
0.6731368421052631,1.098662,0.584,1.50583
0.6775157894736842,1.0793601,0.5303999999999999,1.8311287
0.6782947368421052,1.0899479,0.5536,1.7123696
0.6816631578947367,1.0663702,0.6023999999999999,1.4986745
0.6800842105263157,1.0679216,0.5219999999999999,1.875457
0.6807157894736843,1.070128,0.5804,1.591166
0.6853473684210527,1.0429583,0.5836,1.5584483
0.6813263157894737,1.0624971,0.5384,1.8910327
0.6890105263157894,1.0366423,0.5992000000000001,1.5164328
0.6916421052631578,1.0247589,0.5579999999999999,1.7226678
0.6898315789473684,1.0341282,0.574,1.6545476
0.6964421052631579,1.0127918,0.6,1.5232869
0.6946105263157895,1.0237678,0.5479999999999999,1.7644954
0.6949473684210526,1.0137033,0.5788,1.5860481
0.6986736842105263,0.9977616,0.5871999999999999,1.6289496
0.6953263157894738,1.007201,0.5252,1.9122937
0.6995789473684211,0.99308926,0.5844,1.5463141
0.7059789473684209,0.9797942,0.5736,1.6644305
0.7005263157894736,0.9927307,0.5768,1.6327691
0.7074947368421053,0.9762053,0.59,1.524463
0.705157894736842,0.97304016,0.5352,1.8868753
0.7062105263157894,0.9712364,0.5932,1.5790313
0.7075368421052632,0.9630502,0.5960000000000001,1.5806683
0.7072842105263157,0.96861035,0.5484,1.8200526
0.7108631578947369,0.9565961,0.5992000000000001,1.5501312
