train_acc,train_loss,val_acc,val_loss
0.029705263157894738,4.425923,0.045200000000000004,4.252459
0.04503157894736843,4.187662,0.0588,4.1122417
0.05473684210526317,4.0760055,0.04920000000000001,4.3516364
0.06629473684210527,3.9980812,0.0876,3.8943453
0.07713684210526317,3.9317787,0.06520000000000001,4.2030745
0.0869263157894737,3.8778515,0.0956,3.8144326
0.09671578947368423,3.8119023,0.122,3.7173858
0.10614736842105263,3.756019,0.10439999999999999,3.7582526
0.1144842105263158,3.7103398,0.13840000000000002,3.5953536
0.12951578947368422,3.6363683,0.146,3.545332
0.13770526315789472,3.585288,0.1216,3.669256
0.15054736842105265,3.5212514,0.1656,3.397689
0.16006315789473685,3.4663203,0.14400000000000002,3.5298078
0.1654736842105263,3.426195,0.1704,3.3927162
0.17562105263157893,3.367538,0.1948,3.2596672
0.18538947368421052,3.3210702,0.18560000000000001,3.303654
0.19166315789473687,3.273579,0.21960000000000002,3.1522274
0.2048421052631579,3.2197068,0.22120000000000004,3.1196244
0.2076842105263158,3.1917305,0.2032,3.179066
0.21781052631578948,3.1364355,0.2464,3.0442524
0.22726315789473686,3.0894728,0.22440000000000002,3.109135
0.2347789473684211,3.051579,0.23559999999999998,3.0302482
0.24458947368421055,3.0010803,0.264,2.891283
0.2516842105263158,2.9600646,0.23319999999999996,3.0606613
0.25825263157894734,2.9208038,0.272,2.8419209
0.2712631578947368,2.861007,0.2664,2.8624697
0.27345263157894734,2.841048,0.25279999999999997,2.939755
0.28431578947368424,2.7900462,0.2992,2.7520304
0.29197894736842106,2.7498057,0.2848,2.8317673
0.29593684210526316,2.7352612,0.284,2.8006327
0.3079157894736842,2.6836464,0.3068,2.638005
0.3109684210526316,2.6565018,0.2576,2.9346104
0.31503157894736844,2.6339073,0.324,2.6041486
0.3237263157894737,2.591513,0.3268,2.6089303
0.3273052631578947,2.5735085,0.28479999999999994,2.748509
0.333178947368421,2.5466137,0.33640000000000003,2.5444932
0.3395368421052631,2.513904,0.3172,2.6422021
0.33938947368421046,2.5044491,0.3084,2.7335184
0.34772631578947366,2.4702108,0.34879999999999994,2.4795463
0.3538315789473684,2.443789,0.3028,2.694253
0.36073684210526313,2.4176376,0.35120000000000007,2.502305
0.3609263157894737,2.3981636,0.33199999999999996,2.5361578
0.3614315789473684,2.3927693,0.3292,2.5513837
0.3736842105263158,2.3543518,0.36279999999999996,2.3620894
0.37821052631578944,2.3266723,0.3192,2.6883476
0.38004210526315785,2.332588,0.3403999999999999,2.6235142
0.38734736842105266,2.2816303,0.3772,2.3422728
0.38871578947368424,2.2832587,0.3224,2.586733
0.3928,2.2647493,0.38800000000000007,2.3220263
0.40037894736842106,2.2309952,0.38199999999999995,2.3278387
0.3988842105263158,2.2312248,0.34,2.5069728
0.40532631578947365,2.2047539,0.39120000000000005,2.2471673
0.4106526315789474,2.186437,0.36,2.4020245
0.4073894736842105,2.1943982,0.35919999999999996,2.3694055
0.41800000000000004,2.1437838,0.3936,2.228094
0.4179789473684211,2.1459343,0.36199999999999993,2.4427507
0.4213894736842106,2.1331394,0.39759999999999995,2.2354665
0.42913684210526315,2.1123974,0.392,2.2390778
0.4304421052631579,2.0983684,0.3675999999999999,2.45506
0.43326315789473685,2.0860195,0.4068,2.1700265
0.43597894736842113,2.0613692,0.37959999999999994,2.3055744
0.4350947368421053,2.066956,0.3892,2.2732766
0.4434105263157895,2.0464005,0.4108,2.1420333
0.4473894736842105,2.0239408,0.3807999999999999,2.3307948
0.44526315789473686,2.017798,0.41600000000000004,2.173974
0.45406315789473684,1.9979146,0.408,2.173863
0.45229473684210525,1.9981734,0.36920000000000003,2.3207247
0.45667368421052634,1.9761934,0.4391999999999999,2.0900257
0.4585263157894737,1.9658229,0.41239999999999993,2.1612601
0.46145263157894745,1.9674921,0.40159999999999996,2.2487595
0.46606315789473685,1.9387971,0.41759999999999997,2.058781
0.4666947368421053,1.932685,0.3999999999999999,2.2434838
0.4671157894736842,1.9368008,0.4292,2.0829532
0.47458947368421056,1.9000543,0.44079999999999997,2.074805
0.472,1.9121994,0.364,2.4405427
0.48061052631578954,1.8903584,0.4408000000000001,2.0039234
0.4780842105263158,1.8832656,0.4004,2.2023246
0.48,1.8865454,0.41759999999999997,2.1768353
0.48673684210526313,1.8562247,0.44920000000000004,1.9769664
0.48469473684210523,1.8596063,0.41200000000000003,2.2054014
0.48429473684210533,1.8533046,0.44160000000000005,2.032392
0.49084210526315786,1.8324522,0.4436,2.0090373
0.49035789473684216,1.8408026,0.4032,2.1813881
0.4926315789473684,1.8155279,0.4628,1.973387
0.4990526315789474,1.7976788,0.436,2.063364
0.4927157894736842,1.8175638,0.40159999999999996,2.2169847
0.5017263157894737,1.7903111,0.456,1.9680057
0.5052842105263158,1.7760673,0.40800000000000003,2.2170844
0.5021263157894738,1.7792896,0.45480000000000004,2.000228
0.5122526315789474,1.7545083,0.46159999999999995,1.9940387
0.5076631578947369,1.7704489,0.4156,2.1992877
0.5097263157894737,1.7512453,0.468,1.9401315
0.5155578947368421,1.7313414,0.43239999999999995,2.1294916
0.5116421052631579,1.7437106,0.4396,2.0721571
0.5172842105263159,1.7260975,0.472,1.9294341
0.5185052631578948,1.71756,0.4232,2.1606357
0.5152631578947369,1.7286838,0.4556,1.9567533
0.5198736842105263,1.7034411,0.4616,1.9592133
0.5221684210526316,1.6970205,0.4324,2.1557732
0.5249263157894738,1.6985263,0.47080000000000005,1.9042583
